title,publish_time,like_count,comment_count,media_name,source,abstract,article_url,tag,is_yaowen,article_sub_type,has_video
入伍不到一年，覃文旭荣立一等功！至少可获6个待遇,2025-02-06 13:20,2322,349,青莲,青莲,民间有句老话叫“三等功，站着领;二等功，躺着领;一等功，家人领”。而广西玉林小伙覃文旭在入伍不到一年时间内就在部队荣立的个人一等功，那这是怎么一回事?,https://toutiao.com/group/7468279294624612900/,,0,0,False
