title,publish_time,like_count,comment_count,media_name,source,abstract,article_url,tag,is_yaowen,article_sub_type
山东女生被扎218针，官方称未达到霸凌标准，男生背景果然不简单,2024-09-09 10:06,1207,1547,渣叔罗影,渣叔罗影,前言山东，素来以孔孟之乡闻名，教育资源丰富，文化底蕴深厚。然而，就在这片儒家文化的沃土上，一起令人触目惊心的校园暴力事件，却将“礼仪之邦”的温情面纱撕扯得粉碎，将未成年人保护的困境赤裸裸地暴露在公众面前。,https://toutiao.com/group/7412571009477362187/,,0,0
正播澳门冠军赛，孙颖莎VS田志希，决胜时刻，最滑稽一幕又来了！,2024-09-09 12:41,2348,246,一起看体坛,一起看体坛,正播澳门冠军赛，孙颖莎VS田志希，决胜时刻，最滑稽一幕又来了！,https://toutiao.com/group/7412622555799880231/,,0,0
唐尚珺开学前给父亲上坟落泪，“今年去读大学了，是个好大学”，爸爸离世时以为他在中国政法大学读书,2024-09-09 05:56,421,380,九派新闻,九派新闻,9月1日，35岁的唐尚珺到华南师范大学广州大学城校区报到，成为光电科学与工程学院信息工程专业新生。8月29日，开学前三天，唐尚珺独自一人给父亲上坟。他落泪表示：“爸爸，我今年去读大学了，是个好大学，你放心吧，家里我也能照顾得好。,https://toutiao.com/group/7412510853771182629/,,0,0
我可以说在中国有很多无耻的人，这种人活在世上可以说是多余的。,2024-09-09 07:02,2374,736,知情达理10,知情达理10,,https://toutiao.com/group/7412535355074675210/,,0,0
离谱！国足运动员们各个开百万豪车，王大雷最有钱，直接开迈巴赫,2024-09-09 07:55,220,371,老赵闲谈,老赵闲谈,要说这个夏天那个运动员最火，很多人可能第一反应是全红婵，潘展乐，郑钦文三足鼎立。而小编却不这么认为，我认为最火的应该是我们伟大的国足，0-7输给日本，这个战绩可不是很容易打破的，也只有我们的国足能够做到，也是最有希望超越这个战绩的。纵观整个足球史，也算是前无古人后无来者了。,https://toutiao.com/group/7412548759600497192/,,0,0
32国逼中俄断联，人民币交易停滞，人民日报敲钟声，给美国立规矩,2024-09-07 03:53,4391,128,大白话瞰世界,大白话瞰世界,32国逼迫中俄断开联系，制裁导致中俄双方人民币交易停滞，关键时刻，人民日报敲响钟声，给美国立下规矩。中俄人民币交易具体出现了什么状况？人民日报又是如何给美国“立规矩”的？,https://toutiao.com/group/7411744230793544242/,,0,0
贪官落马后的生活是怎样的？每天吃什么做什么？真实影像为你揭秘,2024-08-16 14:22,3597,2035,乐天派辰星689,乐天派辰星689,,https://toutiao.com/group/7403742654560731658/,,0,0
"中菲仙宾礁又爆大冲突，""雷震撼天""！海警船海战术夹战突击",2024-09-06 22:00,5513,454,黄阿原,黄阿原,,https://toutiao.com/group/7411487502034600487/,,0,0
爷爷奶奶全款给15岁孙子买下一套房，房产证上只写了孙子的名字，妈妈：全款付了，房产证上只有他的名字,2024-08-22 10:23,2062,2042,后浪视频,后浪视频,爷爷奶奶全款给15岁孙子买下一套房，房产证上只写了孙子的名字，妈妈：全款付了，房产证上只有他的名字。在生活的长河中，总有一些温暖的故事令人动容。近日，一位妈妈发布的视频在网上引发了热烈讨论。视频中，这位妈妈满是欣喜地分享着自己 15 岁的孩子拥有了人生第一套房子的喜讯。,https://toutiao.com/group/7405903768111383040/,,0,0
被要求将单间换给官员？知名企业家称在贵州办活动频受阻：很难受,2024-09-09 10:22,743,1425,大河报,大河报,9月8日，锡恩集团董事长、“海归”十大创业人物姜汝祥在微博上发文称，他带了400名民营企业家前往贵州天眼景区开会，在事前已经向当地备案的情况下，被要求把单间换给政府官员，且在户外分享时被警方以检查工作的名义围住。,https://toutiao.com/group/7412586718718624292/,,0,0
她认干爹改国籍，曾叫嚣要击败女国乒，却在巴黎奥运会丢尽了脸,2024-08-26 14:00,431,294,吃瓜崽崽,吃瓜崽崽,她曾是中国国籍，却因认干爹入韩籍。十九岁的她被国人认为是乒坛叛徒，还曾叫嚣女国乒。如今却成为了韩国乒乓一姐。,https://toutiao.com/group/7407375792933044790/,,0,0
全红婵回国后的惊人转变：背后缘由发人深省,2024-08-15 00:42,620,101,芳芳娱乐,芳芳娱乐,,https://toutiao.com/group/7403160130432270859/,,0,0
新华社快讯：据越南农业与农村发展部9日消息，台风“摩羯”在越南造成的死亡和失踪人数升至59人,2024-09-09 08:26,172,116,封面新闻,封面新闻,新华社快讯：据越南农业与农村发展部9日消息，台风“摩羯”在越南造成的死亡和失踪人数升至59人。,https://m.thecover.cn/news_details.html?from=web&eid=sA%2BxgOZhP12H90qSdq8Jkw==,,0,0
大山中发现天然溶洞，洞里竟然密密麻麻的建筑，一般人不敢靠近！,2024-08-27 12:26,3531,728,深夜追剧,深夜追剧,,https://toutiao.com/group/7407794721424146998/,,0,0
哪里出了问题？财政部发布数据30个省行政区财政赤字入不敷出？,2024-09-09 06:54,27888,4841,熹闻进道,熹闻进道,,https://toutiao.com/group/7412533074380096039/,,0,0
女教授任教985大学3年，课堂里无人问津，转身入职华科大创造历史,2024-09-06 02:04,530,153,云舟史策,云舟史策,前言她是数学界的奇才，留学期间荣获多项国际荣誉，本以为回国后事业会一帆风顺，但却在985院校中山大学任教3年后黯然离开，之后又加入到了华中科技大学的教师团队中。,https://toutiao.com/group/7411330006515565056/,,0,0
为何说娶陈若琳难如登天？,2024-08-09 04:12,3047,512,兰孜说娱乐,兰孜说娱乐,,https://toutiao.com/group/7400987796321763849/,,0,0
“鳌太线”上发现河南驴友遗体，多人发现遗体帐篷却未报警！背后疑点重重,2024-09-08 01:56,3156,4074,封面新闻,封面新闻,“鳌太线”的高风险，又一次登上了舆论的浪尖。近日，户外博主“猛蛇过江”骑行穿越陕西秦岭山脉“鳌太线”时，在一顶帐篷中发现一具遗体，随即下山报警，事件引发关注。后确认遗体为穿越鳌太线失联一个月的河南籍驴友马某某。,https://m.thecover.cn/news_details.html?from=web&eid=sbzfxxivOluH90qSdq8Jkw==,,0,0
开超市的卖串货，到底会不会罚款！经销商和串货，你怎么选？,2024-08-23 08:03,4302,1122,开心的峰仔@赵老师,开心的峰仔@赵老师,,https://toutiao.com/group/7406242472092762665/,,0,0
不解决医疗市场化的问题，却对外开放外资投资医院？,2024-09-09 10:21,3880,1229,红色设计,红色设计,对外开放外资投资医院？,https://toutiao.com/group/7412586406508823059/,,0,0
