title,publish_time,like_count,comment_count,media_name,source,abstract,article_url,tag,is_yaowen,article_sub_type
中非合作论坛｜携手前行  共逐现代化之梦,2024-09-07 14:14,1812,186,新华社,新华社,金秋的北京，迎来中非关系史上又一里程碑时刻。9月5日上午，国家主席习近平出席中非合作论坛北京峰会开幕式并发表主旨讲话，回顾中非关系发展历程，宣布中非关系新定位，提出将实施中非携手推进现代化十大伙伴行动。习主席的重要讲话在各界人士中引发热烈反响。,http://api.xinhua-news.com/newroute/newsdetail/101002024090670000519?dest=AP1C-gsWpfaNpo9cpzLrMHtiuIsPauiQ3aF-Nqwo5B5o,,0,0
最新！路虎女下车后另一段视频被扒，曝女子倒车3次，被男子顶3次,2024-09-02 12:24,4496,18046,青春荒唐我不负时光,青春荒唐我不负时光,青岛崂山路虎女司机‬逆行、打人、肇事逃逸事件持续霸占热搜头条，事发后，网络也掀起了对路虎女司机口诛笔伐的热潮！如今，这事闹得全国人尽皆知！不知道路虎女子有没有为自己当初嚣张跋扈的行为悔不当初呢？,https://toutiao.com/group/7409994934650077705/,,0,0
激烈交锋，中荷已经谈崩，光刻机管制将升级，中方反砸250亿破局,2024-09-08 10:30,1066,258,吴学兰,吴学兰,9月6号荷兰宣布将扩大光刻机的管制范围，此举明显是针对中国，在做出决定前，中荷两国曾进行了多层级、高频次的激烈交锋，事实证明最终两国还是谈崩了。,https://toutiao.com/group/7412217134694007307/,,0,0
中外记者招待会上朱总理点名吴小莉记者提问，一段对话终成经典,2024-09-08 08:12,11139,1711,老幺说历史,老幺说历史,,https://toutiao.com/group/7412182223597601332/,,0,0
